# Total_number_of_molecules,Total_potential_energy_K
74.00000000,-256940.45452270
71.00000000,-247616.84870004
75.00000000,-257784.51310114
74.00000000,-255624.95105374
71.00000000,-247466.39057656
74.00000000,-255980.41712003
75.00000000,-257491.87128358
74.00000000,-255852.56400696
76.00000000,-262119.91156183
81.00000000,-274983.68004247
83.00000000,-280885.76425657
81.00000000,-272527.94634033
81.00000000,-273912.54616546
79.00000000,-268731.11756254
74.00000000,-254057.77913931
74.00000000,-254135.00836553
74.00000000,-252350.76337226
74.00000000,-253108.09344664
78.00000000,-265847.90092335
75.00000000,-257245.49045178
76.00000000,-260627.59284860
75.00000000,-254030.30776931
75.00000000,-255710.80859997
78.00000000,-264351.00564096
75.00000000,-259136.87927338
75.00000000,-256931.14655462
72.00000000,-247530.13366569
73.00000000,-249046.79926748
73.00000000,-252061.26865182
74.00000000,-252688.22032996
72.00000000,-246552.99394247
69.00000000,-238026.70166597
72.00000000,-246031.18771521
70.00000000,-240518.00733857
71.00000000,-242685.09453032
72.00000000,-244383.58901085
73.00000000,-248999.72459903
71.00000000,-242421.26075841
68.00000000,-236012.26967540
65.00000000,-225807.66737640
63.00000000,-221910.21881204
69.00000000,-236143.62569648
72.00000000,-244881.82075073
72.00000000,-245293.87557436
70.00000000,-238087.28066182
72.00000000,-241681.28936352
69.00000000,-235843.75345686
69.00000000,-235456.46835759
65.00000000,-223296.40123010
67.00000000,-227302.18660373
64.00000000,-219090.49490669
64.00000000,-220189.48002404
64.00000000,-220086.14949183
65.00000000,-226132.02839168
65.00000000,-226797.95096774
67.00000000,-231790.84210727
64.00000000,-223333.35987978
65.00000000,-226688.56005532
65.00000000,-226804.48560641
67.00000000,-235705.61189763
69.00000000,-239582.65477481
71.00000000,-245154.25317227
68.00000000,-233915.90417331
65.00000000,-224057.93167096
67.00000000,-230534.27039294
64.00000000,-223347.94016029
63.00000000,-220753.08360423
68.00000000,-232919.85526643
67.00000000,-230445.18638894
68.00000000,-230076.12848780
69.00000000,-235644.20194924
69.00000000,-237576.49184996
67.00000000,-233646.06126353
70.00000000,-243253.43770580
66.00000000,-233461.68652661
65.00000000,-232940.60042628
63.00000000,-226682.91674026
60.00000000,-216231.42948719
57.00000000,-208435.88112039
61.00000000,-219413.97579339
60.00000000,-216823.78192776
63.00000000,-224866.84161517
64.00000000,-228792.43456150
67.00000000,-238304.16542113
66.00000000,-236421.50573198
66.00000000,-238034.81152236
65.00000000,-232523.14560660
67.00000000,-236555.80221366
70.00000000,-245729.85920596
76.00000000,-261746.72256516
75.00000000,-257917.36070206
72.00000000,-250824.34690246
73.00000000,-251894.48264044
73.00000000,-254130.75851632
72.00000000,-250083.94510143
72.00000000,-248879.44255903
73.00000000,-252533.54855559
75.00000000,-257259.91478882
74.00000000,-252328.64475612
78.00000000,-264666.17716194
78.00000000,-263388.27505506
78.00000000,-264048.76942688
76.00000000,-259932.35072623
73.00000000,-252721.82846728
74.00000000,-258272.03635527
73.00000000,-254704.13768185
75.00000000,-259515.59965585
78.00000000,-268329.80022869
75.00000000,-261195.14803230
74.00000000,-257704.95418972
74.00000000,-259171.64369085
77.00000000,-265286.65331117
75.00000000,-260214.04811662
76.00000000,-261893.18769146
74.00000000,-257026.59319860
70.00000000,-246122.13880215
73.00000000,-254889.40349537
72.00000000,-250410.03633287
71.00000000,-246831.42571605
68.00000000,-238377.33654496
72.00000000,-247853.08770475
72.00000000,-247514.50867931
74.00000000,-253699.59000406
76.00000000,-258462.15394063
76.00000000,-259326.08065945
77.00000000,-261254.59323869
77.00000000,-264273.19754188
83.00000000,-281494.83336869
86.00000000,-286541.83381718
82.00000000,-275841.94143694
79.00000000,-268185.50460922
78.00000000,-265455.27029652
78.00000000,-265055.43399164
76.00000000,-259193.23804879
73.00000000,-252065.75552770
71.00000000,-249400.07430730
75.00000000,-261411.97369235
79.00000000,-271688.88347691
80.00000000,-274397.98720709
81.00000000,-275022.54075560
81.00000000,-275828.38839678
82.00000000,-279966.03547467
79.00000000,-273186.56770807
80.00000000,-277566.27045825
81.00000000,-278773.33875947
83.00000000,-285214.44524936
83.00000000,-284359.42585467
80.00000000,-277670.41535790
79.00000000,-272931.19290484
81.00000000,-279144.84606668
81.00000000,-281827.32182875
76.00000000,-267915.18038752
76.00000000,-266870.20630368
75.00000000,-263800.10213964
78.00000000,-269853.43194139
80.00000000,-271544.50826767
79.00000000,-268452.13892091
77.00000000,-262527.60539263
74.00000000,-254593.44159277
71.00000000,-248862.63932958
71.00000000,-250246.85244815
69.00000000,-242947.24943398
71.00000000,-250558.84799477
67.00000000,-239290.34291951
67.00000000,-236916.07177186
65.00000000,-230434.46052819
66.00000000,-233645.65580680
68.00000000,-237318.75399519
68.00000000,-237654.28886679
67.00000000,-235711.63192428
66.00000000,-235476.98843364
66.00000000,-236011.98408050
66.00000000,-235901.15115945
71.00000000,-249567.78594211
72.00000000,-251383.11504820
70.00000000,-247410.26896465
73.00000000,-252477.38129111
74.00000000,-257485.94496114
75.00000000,-260581.43803001
77.00000000,-266460.73389758
74.00000000,-258094.17719214
74.00000000,-260176.92739571
72.00000000,-255375.89567064
75.00000000,-260126.66108561
76.00000000,-262694.57895755
73.00000000,-254071.16742276
72.00000000,-249531.79338093
74.00000000,-255364.51221961
74.00000000,-252166.76965951
74.00000000,-249928.06423312
74.00000000,-251317.10119976
73.00000000,-250569.18523158
71.00000000,-245001.87086965
70.00000000,-240931.56436552
72.00000000,-245972.11668030
73.00000000,-248434.44499714
70.00000000,-241047.92789746
72.00000000,-247273.02520277
78.00000000,-262472.87443841
75.00000000,-253034.65222422
74.00000000,-248127.24729394
75.00000000,-253712.18547544
70.00000000,-238337.84371120
70.00000000,-235147.90468131
70.00000000,-236818.29191532
69.00000000,-233187.06024983
68.00000000,-231069.65474224
72.00000000,-244935.17331037
71.00000000,-241141.00473243
68.00000000,-232514.86908098
69.00000000,-235574.32378616
70.00000000,-237039.48047263
66.00000000,-224997.83673252
68.00000000,-232359.59117086
65.00000000,-224857.66406182
64.00000000,-223799.92519483
63.00000000,-222339.97051703
63.00000000,-222601.07130071
68.00000000,-234301.79797394
69.00000000,-238199.28890410
72.00000000,-246707.26423346
69.00000000,-235823.50188827
69.00000000,-235090.78451215
69.00000000,-232249.77753917
66.00000000,-224167.98560640
67.00000000,-225032.17255632
67.00000000,-225786.11082401
66.00000000,-223836.35686244
62.00000000,-212523.83702217
61.00000000,-211708.99688587
59.00000000,-206381.52437346
64.00000000,-217953.45617183
63.00000000,-215933.98343124
67.00000000,-226085.28380158
67.00000000,-225996.74591152
69.00000000,-232401.67759573
67.00000000,-228400.02980249
68.00000000,-229937.60596023
67.00000000,-223392.98666393
67.00000000,-222112.88019456
66.00000000,-220882.89779938
63.00000000,-211195.19847383
61.00000000,-207241.30892984
61.00000000,-208327.11137905
65.00000000,-216318.34764198
67.00000000,-222422.70630242
68.00000000,-225884.45106264
65.00000000,-216932.98716262
64.00000000,-213712.89738147
61.00000000,-206685.87380038
61.00000000,-205795.64947763
57.00000000,-195757.87057619
60.00000000,-201951.96045614
57.00000000,-194803.57072839
59.00000000,-202065.39109471
60.00000000,-202971.42305019
62.00000000,-210144.75541121
64.00000000,-216006.22356645
63.00000000,-216100.06712674
63.00000000,-216858.51479797
63.00000000,-214539.08576718
64.00000000,-217208.84708651
61.00000000,-208935.70137283
58.00000000,-200801.89982389
56.00000000,-192027.70561540
56.00000000,-190151.32291820
55.00000000,-187013.04616525
59.00000000,-198826.32170875
57.00000000,-195552.23155051
53.00000000,-183252.93267766
51.00000000,-178199.01557611
55.00000000,-189683.71918862
60.00000000,-201874.03924771
60.00000000,-201481.24285003
59.00000000,-198118.63353745
66.00000000,-218335.23640533
65.00000000,-216294.62798421
64.00000000,-213788.15284341
57.00000000,-195248.96945052
59.00000000,-202035.68002607
60.00000000,-203833.14165669
61.00000000,-209056.39943852
63.00000000,-213744.02898178
66.00000000,-219367.59020464
64.00000000,-216841.92639005
65.00000000,-220853.01418457
66.00000000,-224913.10990171
64.00000000,-219743.83267124
65.00000000,-221623.18924545
63.00000000,-216974.94224496
62.00000000,-215431.44062793
61.00000000,-211387.49939824
64.00000000,-217142.53743645
64.00000000,-217236.13165924
65.00000000,-220619.86746200
68.00000000,-228267.95075534
69.00000000,-229541.46357385
66.00000000,-222500.59898260
70.00000000,-234639.69912707
74.00000000,-244914.76447552
74.00000000,-245198.00928493
70.00000000,-235597.20880665
67.00000000,-228118.23532333
70.00000000,-235134.10639466
67.00000000,-228245.85280966
70.00000000,-236559.06904901
67.00000000,-229329.56376422
70.00000000,-237124.82248290
70.00000000,-237623.29654982
71.00000000,-239274.73643750
73.00000000,-244461.25525235
76.00000000,-251892.45650622
75.00000000,-250326.75737069
73.00000000,-243540.95713569
74.00000000,-245697.41325893
73.00000000,-244460.14647589
71.00000000,-239912.43758047
74.00000000,-245754.81512469
72.00000000,-239459.88924295
75.00000000,-247185.66202878
76.00000000,-249743.27756028
71.00000000,-233979.93940280
69.00000000,-227143.03299644
68.00000000,-225211.36565150
66.00000000,-222476.18266535
65.00000000,-220203.34515170
68.00000000,-227807.87771565
70.00000000,-233035.23683686
67.00000000,-224895.14499849
61.00000000,-212648.46682603
59.00000000,-207856.76800708
57.00000000,-200208.84361414
62.00000000,-212630.74459852
63.00000000,-216968.95747020
63.00000000,-216837.85972962
63.00000000,-218088.63669571
61.00000000,-212296.40307628
69.00000000,-234148.43317894
71.00000000,-240940.66122624
71.00000000,-239830.04328614
68.00000000,-232223.85996659
72.00000000,-240498.68477164
73.00000000,-243142.51011665
71.00000000,-238623.71940973
72.00000000,-240864.76389530
69.00000000,-232913.85895423
70.00000000,-235677.55312327
71.00000000,-238360.19724714
70.00000000,-235808.90412963
73.00000000,-242581.02130676
72.00000000,-240449.18976268
74.00000000,-247705.79294258
76.00000000,-254563.69842183
78.00000000,-260005.80470908
76.00000000,-257340.00498477
74.00000000,-249606.81282132
70.00000000,-237564.37438494
73.00000000,-245096.20389749
68.00000000,-230178.79020908
66.00000000,-224087.63976787
64.00000000,-220136.21802341
62.00000000,-216192.48523284
62.00000000,-212995.82979202
62.00000000,-214147.81891691
57.00000000,-200206.24933199
58.00000000,-200467.93025976
59.00000000,-202002.14211510
59.00000000,-201516.76972879
57.00000000,-194829.65461699
56.00000000,-189506.35845356
53.00000000,-181541.94201381
54.00000000,-185807.18163408
60.00000000,-200055.53152731
62.00000000,-203119.33620709
58.00000000,-195445.92446933
56.00000000,-190140.60884742
58.00000000,-196263.61505262
57.00000000,-193996.68170544
54.00000000,-187128.38256472
57.00000000,-194156.53097318
57.00000000,-193475.33183383
57.00000000,-193908.54736225
57.00000000,-192371.27945842
54.00000000,-185550.55026171
60.00000000,-199627.21573269
63.00000000,-208765.24991281
67.00000000,-219865.38176245
66.00000000,-217989.15848825
62.00000000,-207561.85587865
59.00000000,-198150.76665080
57.00000000,-195808.69437318
58.00000000,-200805.83514416
58.00000000,-199880.93572949
59.00000000,-203313.42735860
59.00000000,-202901.15255435
59.00000000,-205491.83955215
60.00000000,-205519.96356876
62.00000000,-208765.17016293
58.00000000,-198443.45449778
63.00000000,-209396.80778358
64.00000000,-212831.54529204
66.00000000,-218415.36615063
63.00000000,-208225.03476137
62.00000000,-205118.11937248
61.00000000,-202506.07643135
61.00000000,-204559.53858846
56.00000000,-194076.23411858
58.00000000,-198932.17241669
60.00000000,-204557.50176267
64.00000000,-215551.18078467
62.00000000,-211794.29884819
63.00000000,-216627.67821061
67.00000000,-226542.49643469
67.00000000,-225042.23388309
65.00000000,-217496.64837608
64.00000000,-213998.43252433
68.00000000,-222407.52375651
70.00000000,-224826.29685317
67.00000000,-219313.52596916
66.00000000,-217127.80658761
62.00000000,-206081.46971049
63.00000000,-208292.74474213
62.00000000,-203911.80288352
66.00000000,-214594.61549235
61.00000000,-201392.03535663
58.00000000,-194330.88285774
58.00000000,-195805.16804832
55.00000000,-187928.97205970
57.00000000,-193032.60201996
60.00000000,-201267.10897615
58.00000000,-196809.49852566
58.00000000,-197173.81423884
60.00000000,-204031.90908241
61.00000000,-206610.99627357
68.00000000,-224742.57396831
66.00000000,-219421.84897841
65.00000000,-217243.66735767
63.00000000,-209737.22287309
65.00000000,-213519.93219526
62.00000000,-207208.14481366
58.00000000,-195998.61760993
61.00000000,-203734.53977937
59.00000000,-201076.27289103
64.00000000,-216461.99828688
66.00000000,-220384.97157656
65.00000000,-217577.91416089
70.00000000,-230333.54396880
67.00000000,-224176.91378392
69.00000000,-229624.21762913
66.00000000,-222128.13426330
64.00000000,-218240.55393486
65.00000000,-220926.78319952
65.00000000,-221043.01030063
65.00000000,-219122.39696294
66.00000000,-222797.51763907
62.00000000,-212342.67658268
63.00000000,-217371.42946900
63.00000000,-217225.91256568
64.00000000,-220933.12088765
67.00000000,-228278.65663833
67.00000000,-228927.39014192
66.00000000,-226680.30688237
70.00000000,-237940.85413355
69.00000000,-232473.07251316
72.00000000,-238186.12743910
75.00000000,-247531.76183121
74.00000000,-245964.78619679
78.00000000,-257490.64599088
75.00000000,-249869.40555449
74.00000000,-247320.49893859
77.00000000,-251646.75997029
70.00000000,-233777.08309683
70.00000000,-233895.08233121
65.00000000,-222594.89613807
63.00000000,-216523.59683565
63.00000000,-214148.88414978
62.00000000,-213610.18839880
66.00000000,-221815.67879047
68.00000000,-225435.87511083
67.00000000,-221849.28694733
67.00000000,-221728.30239420
72.00000000,-236006.80978117
69.00000000,-228955.43417228
70.00000000,-231402.83886647
69.00000000,-227901.32547386
72.00000000,-235806.34878347
71.00000000,-230622.55695374
69.00000000,-224643.19905258
73.00000000,-235035.07542087
70.00000000,-231286.16948565
70.00000000,-231343.14184192
67.00000000,-223996.17219978
70.00000000,-229335.99065804
72.00000000,-237125.91383519
73.00000000,-239009.73687568
78.00000000,-253762.31159934
77.00000000,-249777.46522933
74.00000000,-241926.95193819
73.00000000,-242138.39155823
75.00000000,-249015.98142234
76.00000000,-251755.72201698
75.00000000,-247798.41064420
76.00000000,-247683.93409888
78.00000000,-253185.10745110
78.00000000,-251374.67487863
79.00000000,-254455.87461285
82.00000000,-263768.20649126
81.00000000,-263231.06739321
78.00000000,-256751.65338447
78.00000000,-256313.54686544
80.00000000,-261199.07748575
78.00000000,-256204.19966812
80.00000000,-260984.41031857
77.00000000,-252986.97059879
78.00000000,-256143.22253529
75.00000000,-247832.35296893
74.00000000,-244785.36063165
73.00000000,-242263.62870183
77.00000000,-254337.19922834
78.00000000,-255564.46540332
80.00000000,-260201.71296533
79.00000000,-258562.84948527
80.00000000,-260398.50489278
78.00000000,-255507.71305549
78.00000000,-255862.12961427
73.00000000,-243009.62372859
72.00000000,-238281.32328216
73.00000000,-237975.28715803
76.00000000,-247013.38068479
74.00000000,-240462.35793416
72.00000000,-231860.54746329
68.00000000,-222897.21050544
68.00000000,-223518.70903075
66.00000000,-219515.05714324
72.00000000,-238126.23371325
71.00000000,-235265.98402074
75.00000000,-246229.81295755
72.00000000,-237179.23759135
73.00000000,-239516.76296283
71.00000000,-235301.88768330
74.00000000,-240695.10179574
72.00000000,-237056.10794822
73.00000000,-238195.90036765
76.00000000,-246946.11494712
83.00000000,-266426.76460152
80.00000000,-258353.04918418
82.00000000,-262455.85653674
78.00000000,-252515.37312516
73.00000000,-233548.37208961
73.00000000,-239638.76917090
72.00000000,-236392.98386086
69.00000000,-230181.99772439
69.00000000,-227251.74340358
66.00000000,-220278.67390633
66.00000000,-218680.25176411
69.00000000,-226616.64640283
71.00000000,-231455.92864670
70.00000000,-229145.95641063
70.00000000,-229063.09222257
70.00000000,-230600.22526271
70.00000000,-230879.44614207
